blueWardsPlaced;blueFirstBlood;blueKills;blueDeaths;blueAssists;blueEliteMonsters;blueDragons;blueHeralds;blueTowersDestroyed;blueTotalGold;blueAvgLevel;blueTotalMinionsKilled;blueGoldDiff;redWardsPlaced;redFirstBlood;redKills;redDeaths;redAssists;redEliteMonsters;redDragons;redHeralds;redTowersDestroyed;redTotalGold;redAvgLevel;redTotalMinionsKilled;redGoldDiff;blueWins
16;0;2;4;3;0;0;0;0;14592;7.0;217;-2168;15;1;4;2;7;1;1;0;0;16760;7.2;221;2168;1
19;1;8;6;11;0;0;0;0;17483;7.2;215;1232;16;0;6;8;7;0;0;0;0;16251;7.2;233;-1232;1
13;0;4;10;5;0;0;0;0;16205;6.8;234;-3102;17;1;10;4;12;1;1;0;0;19307;7.4;235;3102;0
16;0;8;9;6;0;0;0;1;18363;7.2;224;321;17;1;9;8;12;0;0;0;0;18042;7.0;215;-321;1
19;1;9;8;19;1;1;0;0;18401;7.0;237;506;15;0;8;9;13;0;0;0;0;17895;7.0;239;-506;1
19;0;6;5;5;0;0;0;0;16391;6.8;222;709;41;1;5;6;6;0;0;0;0;15682;6.8;188;-709;1
25;0;7;3;7;1;1;0;0;16409;7.4;215;1261;98;1;3;7;4;0;0;0;0;15148;7.0;242;-1261;1
17;1;8;3;5;0;0;0;0;16739;7.4;218;1630;32;0;3;8;3;0;0;0;0;15109;7.0;196;-1630;1
91;1;4;6;5;0;0;0;0;15986;6.8;212;-46;15;0;6;4;4;1;1;0;0;16032;7.2;229;46;1
19;0;3;4;4;1;1;0;0;14267;6.6;186;-1190;17;1;4;3;3;0;0;0;0;15457;7.0;206;1190;0
55;1;2;5;4;1;1;0;0;14692;6.8;226;-1488;18;0;5;2;6;0;0;0;0;16180;6.8;234;1488;0
16;1;6;6;4;0;0;0;0;17045;7.2;245;848;12;0;6;6;8;0;0;0;0;16197;7.0;192;-848;0
14;0;1;7;0;0;0;0;0;13633;6.4;202;-5800;12;1;7;1;15;1;1;0;1;19433;7.6;245;5800;0
13;0;11;11;13;0;0;0;0;18592;6.8;213;981;14;1;11;11;13;1;1;0;0;17611;7.0;197;-981;0
12;0;4;6;5;0;0;0;0;15154;6.6;170;-2642;16;1;6;4;7;1;1;0;0;17796;7.2;258;2642;1
22;1;4;7;6;0;0;0;0;16045;7.0;229;-794;16;0;7;4;6;0;0;0;0;16839;7.2;228;794;0
13;0;8;8;8;1;1;0;0;17137;6.8;195;-718;13;1;8;8;8;0;0;0;0;17855;7.0;215;718;1
11;0;4;7;5;1;1;0;0;14559;6.8;200;-1833;48;1;7;4;4;0;0;0;0;16392;7.4;215;1833;0
45;0;2;5;2;0;0;0;0;14758;6.8;237;-1369;16;1;5;2;2;1;0;1;0;16127;7.2;242;1369;0
32;1;9;6;11;0;0;0;0;18508;7.4;239;2625;13;0;6;9;3;1;0;1;0;15883;7.0;207;-2625;0
12;0;3;12;5;0;0;0;0;15978;6.2;192;-2818;17;1;12;3;11;1;1;0;0;18796;7.2;211;2818;0
14;1;8;5;9;0;0;0;0;17759;7.2;232;2450;52;0;5;8;5;1;1;0;0;15309;6.8;174;-2450;1
49;1;8;2;10;1;1;0;1;18590;6.6;237;3618;13;0;2;8;1;0;0;0;0;14972;6.6;238;-3618;1
15;1;9;9;4;1;0;1;0;16749;6.4;172;-645;15;0;9;9;7;1;1;0;0;17394;7.0;202;645;0
21;1;7;2;8;0;0;0;0;17314;7.2;207;3307;18;0;2;7;3;2;1;1;0;14007;7.0;195;-3307;1
29;0;11;12;12;1;0;1;0;18983;6.8;211;2457;34;1;12;11;10;1;1;0;0;16526;7.0;175;-2457;1
12;1;6;9;6;0;0;0;0;16325;6.4;199;-852;14;0;9;6;4;1;1;0;0;17177;7.2;203;852;0
15;0;3;8;2;0;0;0;0;14478;6.6;205;-2153;88;1;8;3;8;2;1;1;0;16631;7.2;215;2153;0
33;0;2;11;2;1;1;0;0;14099;6.6;201;-3938;18;1;11;2;8;0;0;0;0;18037;7.2;218;3938;0
35;0;4;7;6;2;1;1;0;16234;7.0;218;-449;19;1;7;4;5;0;0;0;0;16683;7.2;202;449;0
10;0;7;11;5;1;1;0;0;17892;7.2;205;273;43;1;11;7;14;0;0;0;0;17619;6.8;191;-273;0
16;0;7;5;6;1;1;0;0;16304;6.8;230;0;15;1;5;7;8;0;0;0;0;16304;6.6;234;0;0
15;0;8;10;10;1;0;1;0;16688;6.8;201;-1198;18;1;10;8;14;1;1;0;0;17886;7.2;209;1198;1
21;1;11;6;14;2;1;1;0;18894;6.8;201;3536;46;0;6;11;5;0;0;0;0;15358;6.6;187;-3536;1
32;1;5;9;3;0;0;0;0;15761;6.8;200;-1632;13;0;9;5;7;0;0;0;0;17393;7.0;212;1632;0
11;0;4;10;4;0;0;0;0;15028;6.8;207;-3472;19;1;10;4;5;1;1;0;0;18500;7.4;230;3472;0
16;1;9;1;9;1;1;0;0;17239;7.2;232;3497;16;0;1;9;2;0;0;0;0;13742;6.4;223;-3497;1
16;0;1;5;1;0;0;0;0;14181;6.8;234;-2489;18;1;5;1;7;0;0;0;0;16670;7.0;253;2489;0
15;1;5;13;3;0;0;0;0;15557;6.6;190;-4197;21;0;13;5;20;1;1;0;0;19754;7.2;228;4197;0
15;1;6;3;7;1;1;0;0;16067;6.4;218;841;18;0;3;6;1;0;0;0;0;15226;7.0;246;-841;0
15;0;6;4;10;1;1;0;0;16386;6.6;216;742;19;1;4;6;3;0;0;0;0;15644;6.8;255;-742;0
16;1;9;3;8;0;0;0;0;17997;7.6;210;3087;40;0;3;9;4;1;1;0;0;14910;7.2;225;-3087;0
14;0;5;11;3;0;0;0;1;15961;6.6;199;-2066;12;1;11;5;14;1;1;0;0;18027;6.8;200;2066;0
19;0;0;6;0;0;0;0;0;13395;6.8;207;-3275;20;1;6;0;5;0;0;0;0;16670;7.2;257;3275;0
18;0;5;5;3;1;0;1;0;17048;7.2;249;1337;15;1;5;5;4;0;0;0;0;15711;7.0;199;-1337;0
14;1;8;4;14;1;1;0;0;16924;6.6;194;1258;13;0;4;8;5;0;0;0;0;15666;6.8;220;-1258;1
19;1;2;5;1;1;1;0;0;14902;7.0;242;-1186;14;0;5;2;6;0;0;0;0;16088;7.0;215;1186;0
14;0;3;11;4;0;0;0;0;14341;6.6;184;-5295;18;1;11;3;10;1;1;0;0;19636;7.6;260;5295;0
19;0;10;7;7;0;0;0;0;17984;7.2;229;2086;16;1;7;10;5;0;0;0;0;15898;6.8;189;-2086;0
43;0;5;12;7;0;0;0;0;15893;6.8;202;-3909;17;1;12;5;13;1;0;1;0;19802;7.2;228;3909;0
18;0;5;5;10;1;1;0;0;16138;6.6;208;-732;17;1;5;5;4;1;0;1;1;16870;6.8;218;732;1
15;0;6;2;9;2;1;1;0;16260;6.8;224;1481;15;1;2;6;5;0;0;0;0;14779;6.6;195;-1481;0
14;0;6;7;10;2;1;1;0;15931;7.0;202;-1613;17;1;7;6;10;0;0;0;0;17544;7.2;217;1613;0
16;1;8;5;16;2;1;1;0;16693;6.4;187;2123;14;0;5;8;1;0;0;0;0;14570;6.2;172;-2123;1
18;1;9;4;6;2;1;1;0;18200;7.2;247;2756;16;0;4;9;5;0;0;0;0;15444;7.0;208;-2756;1
13;0;5;6;6;0;0;0;0;15771;6.8;237;-1091;17;1;6;5;5;0;0;0;0;16862;7.2;226;1091;0
13;1;6;7;8;1;1;0;0;16682;6.8;197;-970;18;0;7;6;8;0;0;0;0;17652;7.0;227;970;1
23;1;15;5;17;0;0;0;0;19074;6.6;191;3941;19;0;5;15;3;0;0;0;0;15133;6.6;199;-3941;1
17;1;10;5;14;1;1;0;0;19052;7.2;226;3754;16;0;5;10;7;0;0;0;0;15298;6.8;215;-3754;1
64;0;5;9;7;0;0;0;0;15220;6.4;174;-3679;11;1;9;5;11;0;0;0;0;18899;7.0;266;3679;1
14;0;11;5;9;1;1;0;0;18604;7.4;214;2998;14;1;5;11;4;0;0;0;0;15606;7.0;203;-2998;1
12;0;4;5;3;1;1;0;0;15131;6.8;223;-735;17;1;5;4;5;0;0;0;0;15866;7.0;221;735;1
17;0;1;11;1;0;0;0;0;12789;6.4;157;-6470;15;1;11;1;13;1;1;0;0;19259;7.4;256;6470;0
16;0;9;8;10;1;1;0;0;17586;7.2;227;319;15;1;8;9;6;0;0;0;0;17267;6.8;232;-319;0
14;0;8;8;7;0;0;0;0;16072;6.6;214;-1247;21;1;8;8;12;1;1;0;0;17319;6.6;229;1247;1
84;1;8;5;8;1;0;1;0;17473;7.0;228;1179;38;0;5;8;5;0;0;0;0;16294;7.4;225;-1179;1
14;1;5;6;4;0;0;0;0;15693;6.8;230;-1285;39;0;6;5;7;2;1;1;0;16978;7.4;236;1285;0
13;0;4;3;5;0;0;0;0;16079;7.0;221;752;23;1;3;4;5;1;1;0;0;15327;6.6;223;-752;1
20;0;8;5;8;0;0;0;0;17109;7.2;247;2006;17;1;5;8;7;0;0;0;0;15103;6.6;200;-2006;1
26;1;6;5;9;0;0;0;0;15890;6.6;170;-902;11;0;5;6;5;0;0;0;0;16792;7.0;227;902;1
10;1;7;6;11;2;1;1;0;17410;7.2;239;1590;12;0;6;7;8;0;0;0;0;15820;7.0;216;-1590;1
11;0;9;5;8;1;1;0;0;17491;7.2;216;2599;15;1;5;9;3;0;0;0;0;14892;6.4;189;-2599;1
14;1;8;1;9;1;0;1;0;17887;7.2;221;4590;19;0;1;8;1;0;0;0;0;13297;6.4;213;-4590;1
14;1;7;4;5;1;1;0;0;17030;7.2;250;1207;39;0;4;7;8;0;0;0;0;15823;7.0;234;-1207;0
11;1;4;3;3;1;1;0;0;15762;7.2;240;229;13;0;3;4;4;0;0;0;0;15533;7.2;239;-229;0
15;0;3;5;2;1;1;0;0;14444;6.4;231;-1501;17;1;5;3;4;0;0;0;0;15945;7.0;215;1501;0
14;0;13;7;14;0;0;0;1;20294;7.0;216;3903;15;1;7;13;5;0;0;0;0;16391;6.8;171;-3903;1
15;0;7;3;7;0;0;0;0;16592;7.0;220;1709;15;1;3;7;1;1;1;0;0;14883;7.2;203;-1709;1
14;0;5;5;7;1;1;0;0;16291;6.8;211;-699;39;1;5;5;3;1;0;1;1;16990;6.8;218;699;0
18;1;2;7;1;0;0;0;0;14639;6.6;222;-2862;16;0;7;2;12;1;1;0;0;17501;7.6;237;2862;0
17;0;7;8;5;0;0;0;0;16447;7.4;215;-1422;16;1;8;7;10;1;1;0;0;17869;7.2;244;1422;1
14;1;7;6;9;1;1;0;0;16147;6.6;201;-666;14;0;6;7;7;0;0;0;0;16813;7.2;217;666;1
36;1;3;2;4;0;0;0;0;15751;7.0;252;991;18;0;2;3;2;0;0;0;0;14760;6.8;222;-991;1
14;1;1;8;1;0;0;0;0;14742;6.8;219;-2177;13;0;8;1;15;2;1;1;0;16919;7.2;197;2177;0
16;0;6;6;12;1;1;0;0;16618;6.8;192;1354;16;1;6;6;12;0;0;0;0;15264;6.6;203;-1354;1
14;0;9;15;7;0;0;0;0;17492;7.2;189;-1988;51;1;15;9;17;2;1;1;0;19480;7.4;204;1988;0
15;1;11;3;13;1;1;0;0;18208;7.4;219;3199;37;0;3;11;2;0;0;0;0;15009;6.8;209;-3199;1
17;0;3;3;2;1;1;0;0;15584;6.8;230;639;35;1;3;3;2;1;0;1;0;14945;7.0;215;-639;1
32;1;8;4;11;2;1;1;0;17094;6.8;202;1509;17;0;4;8;4;0;0;0;0;15585;7.0;220;-1509;1
14;1;6;7;8;1;1;0;0;15307;6.4;175;-660;44;0;7;6;12;0;0;0;0;15967;6.4;171;660;0
16;0;1;8;2;0;0;0;0;13880;6.2;191;-3063;47;1;8;1;9;1;1;0;0;16943;6.8;187;3063;0
41;1;4;8;4;0;0;0;0;16059;7.0;221;-1521;19;0;8;4;14;1;1;0;0;17580;7.4;246;1521;1
14;0;2;6;3;1;1;0;0;15471;7.2;228;-814;19;1;6;2;10;0;0;0;0;16285;6.8;225;814;0
13;0;12;8;17;1;1;0;0;19198;6.6;199;3024;50;1;8;12;15;0;0;0;0;16174;6.4;176;-3024;1
16;1;8;10;7;1;1;0;0;16576;7.0;226;-1147;16;0;10;8;11;0;0;0;0;17723;7.2;210;1147;1
16;0;3;3;3;1;0;1;0;16076;7.0;238;1113;13;1;3;3;2;1;1;0;0;14963;6.6;185;-1113;1
15;0;6;4;7;0;0;0;0;16041;6.8;223;550;86;1;4;6;5;1;1;0;0;15491;6.6;214;-550;1
16;0;4;3;8;1;1;0;0;15714;7.0;230;589;17;1;3;4;6;1;0;1;0;15125;6.8;199;-589;0
14;0;4;14;4;1;0;1;0;14608;6.0;188;-7480;15;1;14;4;15;1;1;0;1;22088;7.4;218;7480;0
91;1;3;5;3;0;0;0;0;15001;7.0;218;-685;16;0;5;3;2;1;0;1;0;15686;7.2;214;685;0
15;0;5;7;5;0;0;0;0;14459;6.4;182;-2251;18;1;7;5;10;1;1;0;0;16710;6.8;198;2251;0
24;1;3;2;5;1;0;1;0;14783;6.6;205;401;18;0;2;3;4;1;1;0;0;14382;6.8;209;-401;0
36;1;3;4;2;0;0;0;0;15211;6.8;234;-834;16;0;4;3;2;1;1;0;0;16045;7.4;217;834;0
35;0;6;8;4;0;0;0;0;15589;6.6;181;-1535;38;1;8;6;10;1;0;1;0;17124;7.0;210;1535;0
20;1;4;9;1;1;1;0;0;16223;6.8;222;-2086;15;0;9;4;8;0;0;0;0;18309;7.0;228;2086;0
15;1;7;7;6;1;1;0;0;16375;7.2;217;-270;11;0;7;7;4;1;0;1;0;16645;7.4;209;270;1
19;1;11;1;18;1;1;0;0;18190;7.6;225;4069;16;0;1;11;1;0;0;0;0;14121;6.6;224;-4069;1
87;1;8;7;7;1;0;1;1;19120;7.0;248;2171;19;0;7;8;7;1;1;0;0;16949;7.0;217;-2171;0
16;0;3;7;2;1;0;1;1;16532;6.8;245;151;41;1;7;3;9;1;1;0;0;16381;7.0;215;-151;0
19;1;8;3;4;1;0;1;1;19224;7.6;225;4674;34;0;3;8;4;1;1;0;0;14550;7.0;189;-4674;0
20;1;1;2;1;0;0;0;0;13993;6.6;213;-961;38;0;2;1;2;1;0;1;0;14954;7.0;235;961;0
21;0;4;6;8;0;0;0;0;15235;6.8;208;-1089;17;1;6;4;8;1;1;0;0;16324;6.6;208;1089;1
10;0;12;6;12;0;0;0;0;17839;7.0;158;1278;15;1;6;12;2;0;0;0;0;16561;7.0;200;-1278;1
20;0;6;1;8;0;0;0;0;16932;7.4;243;2545;15;1;1;6;1;0;0;0;0;14387;6.8;240;-2545;1
16;0;6;11;7;1;1;0;0;15990;6.4;191;-1800;23;1;11;6;11;0;0;0;0;17790;7.0;217;1800;1
18;0;8;6;15;1;1;0;0;16501;6.2;190;-383;18;1;6;8;9;0;0;0;0;16884;6.6;229;383;0
12;0;4;8;4;1;1;0;0;16193;7.4;225;-420;15;1;8;4;8;0;0;0;0;16613;7.2;207;420;1
16;0;3;3;3;0;0;0;0;14696;6.2;185;-1033;36;1;3;3;5;0;0;0;0;15729;6.8;217;1033;0
14;0;2;5;1;1;1;0;0;13980;6.8;221;-1860;16;1;5;2;7;0;0;0;0;15840;7.2;210;1860;0
15;0;4;3;5;0;0;0;0;15132;6.8;197;-1487;17;1;3;4;4;0;0;0;0;16619;7.0;235;1487;0
17;1;5;9;8;1;0;1;0;14927;6.6;194;-3214;19;0;9;5;11;1;1;0;0;18141;7.0;239;3214;0
29;0;6;8;10;0;0;0;0;17394;7.0;213;-14;42;1;8;6;8;2;1;1;0;17408;7.2;215;14;0
15;0;3;4;2;0;0;0;0;14961;7.0;230;33;24;1;4;3;3;1;1;0;0;14928;7.0;191;-33;0
17;1;5;8;3;1;1;0;0;15256;6.6;192;-1857;14;0;8;5;10;0;0;0;0;17113;7.4;209;1857;0
85;1;5;9;2;1;0;1;0;16235;7.2;213;-1126;20;0;9;5;6;1;1;0;0;17361;7.2;230;1126;0
17;0;6;11;9;0;0;0;0;15536;6.4;179;-4562;20;1;11;6;14;2;1;1;1;20098;7.2;226;4562;0
40;1;6;6;14;1;1;0;0;16805;7.0;230;11;29;0;6;6;7;0;0;0;0;16794;7.2;223;-11;1
16;1;4;10;5;0;0;0;0;15684;6.6;240;-2797;14;0;10;4;9;1;1;0;0;18481;7.4;220;2797;0
17;1;10;10;14;0;0;0;0;17207;6.8;179;519;26;0;10;10;5;0;0;0;0;16688;7.2;188;-519;0
13;1;8;6;12;0;0;0;0;17106;7.0;206;1192;8;0;6;8;9;0;0;0;0;15914;6.8;217;-1192;1
17;1;5;1;6;1;1;0;0;18002;7.2;254;3761;16;0;1;5;1;0;0;0;0;14241;6.8;248;-3761;1
17;1;5;3;9;0;0;0;0;16725;7.0;228;1279;19;0;3;5;1;1;1;0;0;15446;7.0;251;-1279;0
17;1;7;7;15;0;0;0;0;17045;7.0;214;-883;20;0;7;7;7;0;0;0;0;17928;7.2;250;883;0
15;0;2;12;3;1;1;0;0;13902;6.6;173;-4535;18;1;12;2;10;0;0;0;0;18437;7.2;240;4535;0
19;1;13;4;12;1;1;0;1;21986;7.4;263;7242;38;0;4;13;5;1;0;1;0;14744;6.2;168;-7242;1
11;0;3;5;3;0;0;0;0;15673;7.2;234;-546;14;1;5;3;3;2;1;1;0;16219;6.8;237;546;0
12;0;4;12;4;0;0;0;0;14958;6.2;192;-4917;16;1;12;4;9;0;0;0;1;19875;7.4;241;4917;0
18;1;10;0;8;0;0;0;0;18408;7.4;243;5041;15;0;0;10;0;0;0;0;0;13367;6.6;202;-5041;1
13;0;7;5;2;1;1;0;0;17247;7.2;249;2152;17;1;5;7;7;0;0;0;0;15095;6.8;178;-2152;1
19;0;9;6;10;1;1;0;0;17590;7.2;200;1783;44;1;6;9;6;0;0;0;0;15807;6.8;183;-1783;1
17;0;9;8;8;1;0;1;0;17657;7.2;227;545;14;1;8;9;9;1;1;0;0;17112;7.0;198;-545;1
10;0;2;10;3;0;0;0;0;14094;6.2;197;-5521;19;1;10;2;14;1;1;0;0;19615;7.4;258;5521;0
15;1;3;4;1;0;0;0;0;14629;6.8;184;-1623;14;0;4;3;7;2;1;1;0;16252;7.0;243;1623;1
12;0;1;8;0;0;0;0;0;12791;6.6;173;-4684;13;1;8;1;3;1;1;0;0;17475;7.2;239;4684;0
33;1;6;5;7;0;0;0;0;16879;7.4;203;-29;39;0;5;6;7;2;1;1;0;16908;7.0;249;29;0
15;0;5;7;5;0;0;0;0;16005;6.8;218;-1313;35;1;7;5;8;0;0;0;0;17318;7.0;239;1313;1
21;1;12;5;10;0;0;0;0;18876;7.0;218;3210;11;0;5;12;6;0;0;0;1;15666;6.0;184;-3210;1
15;0;14;4;13;0;0;0;1;20319;7.2;216;5774;17;1;4;14;1;0;0;0;0;14545;6.4;218;-5774;1
10;1;12;12;6;2;1;1;1;19975;7.4;213;1843;13;0;12;12;9;0;0;0;0;18132;7.2;183;-1843;0
15;0;2;3;4;0;0;0;0;13761;6.6;187;-1400;13;1;3;2;1;1;1;0;0;15161;7.0;247;1400;0
21;1;7;5;8;1;1;0;0;16940;7.0;238;1995;74;0;5;7;4;1;0;1;0;14945;7.2;193;-1995;1
12;0;3;8;2;0;0;0;0;14585;6.6;225;-1321;11;1;8;3;4;2;1;1;0;15906;6.8;185;1321;0
14;0;7;4;7;1;0;1;0;16806;6.8;217;1904;38;1;4;7;4;0;0;0;0;14902;6.4;200;-1904;0
21;1;5;5;5;1;1;0;0;15371;6.8;224;-612;16;0;5;5;7;0;0;0;0;15983;7.2;194;612;0
17;1;12;9;8;0;0;0;0;18086;6.8;190;1030;12;0;9;12;9;0;0;0;0;17056;6.6;174;-1030;1
18;1;4;12;5;0;0;0;0;14246;6.4;189;-5112;17;0;12;4;19;1;1;0;0;19358;7.0;200;5112;0
14;1;4;7;4;0;0;0;0;15220;6.4;236;-2475;19;0;7;4;9;0;0;0;0;17695;7.2;247;2475;0
23;1;5;3;4;1;1;0;0;16448;7.2;245;1619;13;0;3;5;3;1;0;1;0;14829;6.8;209;-1619;1
15;0;8;6;6;0;0;0;0;16947;7.0;184;-538;17;1;6;8;8;2;1;1;1;17485;6.8;198;538;1
14;0;2;3;1;1;1;0;0;14516;6.8;229;-1558;36;1;3;2;3;0;0;0;0;16074;7.0;255;1558;1
11;0;4;6;2;1;0;1;0;14933;6.6;190;-2781;13;1;6;4;8;1;1;0;0;17714;7.2;204;2781;0
13;1;9;5;6;0;0;0;1;17795;7.0;220;1642;15;0;5;9;5;1;1;0;0;16153;6.8;216;-1642;1
24;1;5;8;7;1;0;1;0;16137;6.6;219;-80;16;0;8;5;9;1;1;0;0;16217;7.0;205;80;1
14;0;6;7;8;1;1;0;0;15390;6.8;194;-1423;19;1;7;6;3;0;0;0;0;16813;7.2;218;1423;0
14;0;3;11;3;0;0;0;0;13998;6.4;171;-4911;43;1;11;3;13;1;1;0;0;18909;7.4;236;4911;0
19;1;6;12;7;1;0;1;0;16203;6.4;203;-2787;20;0;12;6;23;1;1;0;0;18990;7.0;209;2787;0
17;1;2;0;2;1;1;0;0;15081;6.6;240;865;39;0;0;2;0;0;0;0;0;14216;6.8;252;-865;1
55;1;4;2;5;0;0;0;0;16161;6.8;230;901;14;0;2;4;3;1;1;0;0;15260;7.0;246;-901;1
16;0;4;9;5;1;0;1;0;15664;6.8;208;-2078;16;1;9;4;10;1;1;0;0;17742;7.0;214;2078;0
19;0;9;9;9;0;0;0;0;16896;7.0;187;-1603;20;1;9;9;12;1;1;0;0;18499;7.2;250;1603;0
14;0;17;6;17;1;1;0;1;22296;7.8;251;6535;17;1;6;17;8;0;0;0;0;15761;6.4;177;-6535;1
14;1;5;11;7;1;0;1;0;15285;6.6;185;-2302;44;0;11;5;14;1;1;0;0;17587;6.8;165;2302;0
15;0;3;7;4;0;0;0;0;14584;6.8;220;-2543;18;1;7;3;7;1;1;0;0;17127;7.0;258;2543;0
12;1;3;8;3;0;0;0;0;15206;6.8;205;-1711;20;0;8;3;11;1;1;0;0;16917;7.0;217;1711;0
15;0;1;7;1;0;0;0;0;13745;6.6;198;-3426;72;1;7;1;9;1;1;0;0;17171;7.0;212;3426;0
26;1;4;1;3;0;0;0;0;16210;6.8;261;1169;20;0;1;4;1;1;1;0;0;15041;7.0;232;-1169;1
17;1;6;3;6;1;1;0;0;16498;7.2;233;1857;60;0;3;6;4;0;0;0;0;14641;7.0;204;-1857;1
17;0;5;7;6;0;0;0;0;15778;6.8;235;-1829;23;1;7;5;3;1;1;0;1;17607;6.8;244;1829;1
11;0;3;9;5;0;0;0;0;14347;6.4;182;-3221;18;1;9;3;14;1;1;0;0;17568;7.2;192;3221;0
14;1;7;10;4;0;0;0;0;16663;6.8;214;-1514;14;0;10;7;19;1;1;0;0;18177;7.0;217;1514;1
12;0;4;5;6;0;0;0;0;16580;7.6;236;409;38;1;5;4;6;0;0;0;0;16171;7.0;211;-409;0
117;1;6;1;7;1;1;0;0;16036;6.8;200;2083;20;0;1;6;2;0;0;0;0;13953;6.8;221;-2083;1
17;0;2;4;4;0;0;0;0;13298;6.6;192;-3826;14;1;4;2;5;1;1;0;0;17124;7.2;250;3826;0
33;1;9;5;8;0;0;0;0;16959;7.2;199;1788;15;0;5;9;2;0;0;0;0;15171;6.6;187;-1788;1
17;0;11;4;12;0;0;0;0;18173;7.0;218;3036;10;1;4;11;4;0;0;0;0;15137;6.8;203;-3036;1
13;0;5;5;5;2;1;1;0;16122;7.2;236;-221;15;1;5;5;7;0;0;0;0;16343;7.0;225;221;1
13;1;5;4;5;1;0;1;0;16582;6.8;216;380;58;0;4;5;6;1;1;0;0;16202;6.8;246;-380;1
10;0;5;13;3;0;0;0;0;15126;6.8;206;-4864;15;1;13;5;11;0;0;0;0;19990;7.4;217;4864;0
13;0;11;4;9;1;0;1;0;17666;7.4;218;2405;16;1;4;11;4;1;1;0;0;15261;6.6;204;-2405;1
16;1;6;10;7;0;0;0;0;16172;6.4;191;-1260;19;0;10;6;12;1;1;0;0;17432;6.8;207;1260;1
17;1;7;9;3;0;0;0;0;15609;6.8;182;-2569;15;0;9;7;9;0;0;0;0;18178;7.6;212;2569;1
45;1;5;7;8;1;1;0;0;15897;7.2;216;-503;23;0;7;5;7;0;0;0;0;16400;7.0;225;503;0
13;1;8;1;12;0;0;0;0;18810;7.0;261;5189;22;0;1;8;1;1;1;0;0;13621;6.6;194;-5189;1
21;0;3;4;2;1;0;1;0;15759;7.0;245;-183;114;1;4;3;3;1;1;0;0;15942;7.4;230;183;0
35;1;5;4;6;0;0;0;0;15411;7.0;215;-43;11;0;4;5;3;0;0;0;0;15454;7.0;224;43;1
41;1;8;10;10;1;1;0;0;16526;7.0;174;-2720;19;0;10;8;7;0;0;0;0;19246;7.6;239;2720;1
17;1;11;4;8;1;0;1;0;17781;7.2;225;2359;79;0;4;11;3;0;0;0;0;15422;6.8;215;-2359;0
23;1;13;4;17;1;1;0;1;20028;7.0;213;4887;16;0;4;13;2;0;0;0;0;15141;6.6;207;-4887;1
16;1;10;2;7;1;1;0;0;18725;7.2;248;4073;18;0;2;10;1;0;0;0;0;14652;6.8;225;-4073;1
39;0;3;5;6;0;0;0;0;15365;6.8;216;-1519;24;1;5;3;5;0;0;0;0;16884;7.4;245;1519;0
11;0;5;15;4;0;0;0;0;15727;6.8;198;-4245;15;1;15;5;20;0;0;0;0;19972;7.4;227;4245;0
38;1;3;6;3;0;0;0;0;15541;7.0;236;-376;14;0;6;3;5;1;1;0;0;15917;7.0;226;376;0
12;0;2;8;1;0;0;0;0;14183;7.0;221;-4625;15;1;8;2;12;1;1;0;0;18808;7.0;248;4625;0
11;1;8;6;7;1;1;0;0;17135;7.6;216;1247;14;0;6;8;9;0;0;0;0;15888;6.8;196;-1247;1
13;1;5;0;4;0;0;0;0;16637;7.0;250;2712;39;0;0;5;0;1;1;0;0;13925;7.0;215;-2712;1
18;0;4;7;6;1;0;1;0;15536;6.6;234;-1972;19;1;7;4;14;1;1;0;0;17508;7.0;223;1972;1
44;0;5;14;7;0;0;0;0;15755;6.4;203;-4136;11;1;14;5;12;1;1;0;0;19891;7.4;222;4136;0
18;0;5;5;2;1;0;1;0;15795;7.2;201;187;15;1;5;5;3;0;0;0;0;15608;7.0;204;-187;0
14;0;2;6;2;1;1;0;0;13590;6.6;170;-3089;18;1;6;2;6;0;0;0;0;16679;6.8;215;3089;0
12;1;4;5;6;1;0;1;0;16260;6.8;225;266;78;0;5;4;10;1;1;0;0;15994;7.2;224;-266;0
16;1;6;5;13;0;0;0;0;15859;6.8;209;-947;24;0;5;6;6;0;0;0;0;16806;6.8;218;947;0
18;1;11;1;12;1;0;1;0;18137;7.0;207;4177;35;0;1;11;0;0;0;0;0;13960;6.4;205;-4177;1
14;1;8;4;14;1;1;0;0;17451;6.8;210;2470;14;0;4;8;3;0;0;0;0;14981;6.6;219;-2470;1
19;1;5;4;5;0;0;0;0;15679;6.6;224;812;18;0;4;5;7;0;0;0;0;14867;6.4;220;-812;1
127;0;9;7;8;1;0;1;1;18502;7.2;212;2010;52;1;7;9;11;1;1;0;0;16492;6.6;194;-2010;0
50;0;4;3;5;1;1;0;0;15120;6.8;218;938;13;1;3;4;3;0;0;0;0;14182;5.8;178;-938;1
16;0;5;9;4;1;0;1;0;15539;6.4;163;-1337;18;1;9;5;9;0;0;0;0;16876;7.0;190;1337;0
35;0;3;6;2;1;1;0;0;13879;6.6;148;-2967;14;1;6;3;2;0;0;0;0;16846;7.2;223;2967;0
17;0;6;9;4;0;0;0;0;15640;7.0;195;-1567;14;1;9;6;13;1;1;0;0;17207;7.0;216;1567;0
19;1;9;4;9;0;0;0;0;18738;7.0;246;3660;17;0;4;9;5;1;1;0;0;15078;6.8;196;-3660;1
